Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-1-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-2-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-3-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-4-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F7.mzML
Q08945	Q08945		SSRP1		3.92573e+06	5.78005e+06	3.51071e+06	5.2162e+06	5.18167e+06	4.7738e+06	2.98429e+06	5.4327e+06	6.71371e+06	2.99248e+06	2.12421e+06		523287		4.17388e+06	439035	6.82066e+06	3.65879e+06	4.02467e+06			6.4207e+06	2.02912e+06	4.75483e+06	434358	380643	4.24393e+06		5.63424e+06	1.58478e+06	2.7094e+06	214833	6.4777e+06	3.54212e+06	755941		360708	226812	521763	8.03668e+06		608689	2.29038e+06	3.19888e+06	4.80805e+06	8.14965e+06	6.47206e+06	8.4963e+06			8.44508e+06	8.89136e+06		4.72492e+07				
Q08AF3	Q08AF3		SLFN5		1.14621e+06	865125	1.07604e+06	783486	783618	696964		747398	587109						277076		617130		299401			673765		362212					441432				491124	186884						385754					277431	523904	409843	387482			420449	176874						
Q08AG7	Q08AG7		MZT1			80261.2		352430			703135	315363		578712	842428	1.22314e+06		1.1739e+06	66881.2		128006	1.414e+06	82842.2	2.10692e+07	4.06095e+07	176449	421101	93500.8		69872.4	827463	2.27523e+07	277445	180710	650801		164194	40177.2		2.62848e+07	32837.8			272088		45584.8	675756	564359		70232.9		191684	9.846e+06	8.8375e+06	253979	207137	3.10954e+07	3.77523e+07		7.17641e+07	1.89166e+07	
Q08AM6	Q08AM6		VAC14		1.18957e+06	600502	1.27784e+06	833253	881840	750339		664189	461889				111030		301530		519913		259524			462472		300835	71889.4				340122				355010	196185	89724.3				53598.2	358571					206664	378255	257265	322945			299638	331565						
Q08J23	Q08J23		NSUN2		4.69998e+06	3.5191e+06	4.20521e+06	4.2559e+06	4.23364e+06	3.68592e+06		3.85948e+06	3.52755e+06				3.48571e+06		3.11479e+06	2.8059e+06	3.36652e+06		3.01632e+06			3.55148e+06	499929	3.21562e+06	2.81946e+06	1.46883e+06			2.98615e+06	1.52841e+06	383650	2.2934e+06	2.79593e+06	3.28978e+06	3.57395e+06		3.88912e+06	2.13156e+06	3.21883e+06	5.97315e+06		2.09592e+06		290003	2.8898e+06	3.25934e+06	3.02388e+06	5.76015e+06			6.07087e+06	6.27228e+06						
Q09028	Q09028		RBBP4		1.01959e+07	6.83309e+06	9.31987e+06	6.671e+06	6.76719e+06	6.77926e+06		5.90998e+06	5.25468e+06				9.98232e+06		5.92673e+06	5.77136e+06	4.50723e+06	2.70967e+06	5.7489e+06			5.8087e+06	4.72335e+06	4.60515e+06	9.95423e+06	5.77738e+06	3.83263e+06		5.59744e+06	6.00442e+06	2.62951e+06	6.55998e+06	3.91987e+06	6.00468e+06	9.86848e+06		1.19817e+07	6.11627e+06	9.54984e+06	6.86927e+06		5.50663e+06	3.84841e+06	4.60417e+06	5.41733e+06	4.26604e+06	4.3892e+06	9.04364e+06			7.18838e+06	6.83266e+06						
Q09161	Q09161		NCBP1		2.41411e+06	1.96312e+06	2.71284e+06	1.81278e+06	1.95177e+06	1.47414e+06		1.84446e+06	2.73574e+06				1.50037e+06		3.40259e+06	220230	2.59768e+06		3.79677e+06			2.07178e+06		4.02269e+06	1.21111e+06	108579			1.76602e+06			352402	3.13432e+06	3.8945e+06	2.33084e+06		635332	195989	1.58524e+06	3.15294e+06		258068			3.72516e+06	4.21311e+06	3.58056e+06	3.10352e+06			2.86478e+06	3.29469e+06						
Q09328	Q09328		MGAT5																	133845							181036			143813	85474.3			235141	78264.5	68363.5					45172.7	126510				130990	98176.3	103887														
Q09472	Q09472		EP300		717610	631254	542504	426085	507537	589544	3.72189e+06	409151	396385	4.19331e+06			427688		272815	411831	304130	2.37608e+06	311619	7.25005e+06	1.25905e+07	360391	1.11026e+06	228908	390046		1.14929e+06	6.81383e+06	289355		959208	67520.1	292029	315814	538807	8.23482e+06	363110		420087	319922	1.24557e+07					222333	392532	241182	9.20708e+06	9.0681e+06	508104	264170	4.39841e+06		5.53425e+06		6.11992e+06	
Q09666	Q09666		AHNAK		2.3818e+07	2.00172e+07	2.34776e+07	2.20067e+07	2.24179e+07	2.06042e+07	2.40034e+07	1.72494e+07	7.39497e+06	2.54475e+07	2.68505e+07	2.43175e+07	9.18895e+06	1.68577e+07	7.74248e+06	3.18786e+07	6.96508e+06	3.57388e+07	8.37716e+06	3.54605e+08	4.96155e+08	7.37603e+06	3.05082e+07	7.61641e+06	8.13946e+06	3.07526e+07	2.29889e+07	3.17284e+08	1.89842e+07	3.73166e+07	2.30035e+07	1.9417e+07	6.22205e+06	9.3722e+06	8.9728e+06	3.0406e+08	1.12995e+07	2.37052e+07	8.08692e+06	2.45986e+07	3.45449e+08	3.01316e+07	2.30895e+07	2.55206e+07	9.22767e+06	7.4694e+06	7.40676e+06	2.12329e+07	2.48076e+08	2.84609e+08	2.24983e+07	2.48449e+07	4.08742e+08	6.06602e+08	1.59245e+08	9.5183e+08	8.26388e+08	2.65086e+09
Q0JRZ9	Q0JRZ9		FCHO2		607102	349393		261497	282417	391751	1.20553e+07	239201	204248	1.1741e+07	1.08961e+07	1.09323e+07	609621	7.25805e+06	139621	243221	158353	5.96195e+06	190870			150522	2.67882e+06	186911	598678	218679	4.44778e+06		267442	235916	4.21742e+06	405499	139007	232182	526513		804342	268758	603595	432154		192582	4.07764e+06	2.94416e+06	222756		273577	404099			430494	359553						2.46919e+08
Q0VDF9	Q0VDF9		HSPA14		2.57986e+06	1.52715e+06	2.59953e+06	1.8586e+06	1.99834e+06	1.92295e+06		1.6159e+06	1.70036e+06				335195		1.52448e+06		1.72695e+06		1.69822e+06			1.88739e+06		1.57969e+06	223967	963383			1.56315e+06				1.61503e+06	1.38894e+06	374972		574666		245728	1.61529e+06					1.60623e+06	1.85365e+06	1.7244e+06	1.87854e+06			2.01713e+06	1.62629e+06						
Q0VDG4	Q0VDG4		SCRN3		699291	176735	256796			253385	2.90845e+06		63043.5	2.73832e+06	1.41517e+06	1.63718e+06	203398	1.43134e+06		649876		1.26263e+06	281149				895276		236805	622607	1.1489e+06		58200.1	778228	996224	425316	164437	240820	107928		325897	623072	172660	297045		733568	1.1349e+06	1.27573e+06							66770.4							7.70677e+07
Q0VDI3	Q0VDI3		TMEM267										272574						270757				313615					286701					244529				294070	255510	196464										247287	279622												
Q0VGL1	Q0VGL1		LAMTOR4		312604	733860		705085	596622	1.09154e+06			943466				675780		1.0647e+06	322405	996514		794582			967038		801585	898063	219176			1.11445e+06			418380	1.36936e+06	682592	958625			241993	939481			666634			1.04746e+06	1.13916e+06	1.07901e+06					831991						
Q10469	Q10469		MGAT2		357054	360852	454525	480516	488338	364610		452371	349260				363508		479064		402318		456574			491556		397661	256439	73080.1			361834	85701.2		78946.2	314464	416745	288619		330413	158557	215731	410796		71916.3			378631	283022	284335	382704			356088	760562						
Q10471	Q10471		GALNT2		2.72853e+06	2.04556e+06	2.71221e+06	1.39868e+06	1.56534e+06	1.35514e+06		1.17101e+06	1.08241e+06				2.04304e+06		1.20027e+06	2.32656e+06	1.07712e+06	1.89918e+06	969341			1.00112e+06	2.77796e+06	1.00266e+06	2.46854e+06	2.19377e+06	2.5116e+06		1.23383e+06	2.12657e+06	1.70209e+06	2.3959e+06	1.11811e+06	1.03133e+06	1.90835e+06		2.67168e+06	2.17817e+06	1.97587e+06	1.80676e+06		2.09941e+06	1.8875e+06	1.8628e+06	871990	844109	908633	2.61557e+06			2.91848e+06	2.71722e+06						
Q10472	Q10472		GALNT1			133606	182480	154415	190430	149365		122551	88125.6				211013		102550	184232	72515.6		85782			94822.6	39865.9	58981	216540	142018			110792	187907		247076	54938.3	80026.6	149765		292974	203770	194596	215087		147137			55469.9	71624.3	46957	136582			116796	131190						
Q10567	Q10567		AP1B1		1.70588e+06	1.47612e+06	1.47682e+06	1.36755e+06	1.27821e+06	1.5556e+06		1.53494e+06	1.32289e+06			1.36267e+07	2.21922e+06		1.68209e+06	1.59311e+06	1.30662e+06	2.27027e+06	1.49472e+06			1.56895e+06	1.02912e+06	1.6049e+06	2.45243e+06	2.10228e+06	741320		1.35381e+06	1.85801e+06	1.28999e+06	2.47499e+06	1.49336e+06	1.7873e+06	2.37679e+06		2.70291e+06	2.10909e+06	2.60108e+06	1.14972e+06		2.05522e+06	719435	1.04476e+06	1.76195e+06	1.3244e+06	1.52414e+06	1.20806e+06			1.35291e+06	1.37543e+06						
Q10570	Q10570		CPSF1		1.51685e+06	1.08182e+06	1.55695e+06	1.24917e+06	1.3074e+06	1.22218e+06		1.25266e+06	1.31394e+06				309374		1.45762e+06		1.3542e+06		1.24882e+06			1.42092e+06		1.34628e+06	113397				1.14736e+06				1.24916e+06	1.14676e+06	378460		148572		184149	746483					1.10806e+06	1.16868e+06	1.23673e+06	666402			671395	835745						
Q10713	Q10713		PMPCA		746391	667430	758441	724621	694522	676472		451020	487605				1.77598e+06		574314	4.02643e+06	523254	1.1327e+06	492812			584062	1.60234e+06	468035	1.93077e+06	3.89628e+06	718826		802628	4.66941e+06	455863	3.55158e+06	444790	570521	1.22387e+06		2.71509e+06	3.71428e+06	1.54742e+06	1.38355e+06		3.64185e+06	375854	567943	491307	532303	381920	1.34088e+06			1.41221e+06	1.83564e+06						
Q12765	Q12765		SCRN1		755940	410507	519669	389858	454130	550737		328622	306191				1.93259e+06		362862	4.22826e+06	204717		506431			267199	1.23121e+06	414981	2.07009e+06	3.45191e+06			362977	2.94676e+06	1.14857e+06	4.45447e+06	434095	629129	1.53876e+06		2.62196e+06	4.46942e+06	1.95326e+06			4.02266e+06	695646	1.12451e+06	469796	353735	313004	115027			162380	104072						
Q12768	Q12768		WASHC5		1.0708e+06	750867	657029	738538	738272	634866		708646	723788				242524		609795		794313		712037			742803		670664	269309				639021				634586	696616	313207		135528		213477	593968					653074	736808	596867	707012			589597	563798						
Q12769	Q12769		NUP160		1.79796e+06	1.53178e+06	1.62452e+06	1.58325e+06	1.54276e+06	1.61489e+06		2.11253e+06	1.6232e+06				189499		1.00487e+06		2.02563e+06		1.0739e+06			1.87202e+06		1.13212e+06	203332				1.45479e+06			8.63334e+06	1.59844e+06	867850	593662		414189			1.59141e+06					1.0503e+06	1.54294e+06	1.27805e+06	1.54501e+06			1.4228e+06	1.7355e+06						
Q12770	Q12770		SCAP			359940		283494	254383	363198		337856	217755						138335		280352		135830			295711		146969					206590				195563	110484	34282.7										167588	274201	220389											
Q12788	Q12788		TBL3		3.07139e+06	3.09653e+06	2.89744e+06	3.20723e+06	3.16129e+06	2.94002e+06		3.39893e+06	2.77524e+06				466773		2.22654e+06		3.03756e+06		2.14212e+06			3.10857e+06		2.06814e+06	340931		1.3137e+06		2.49314e+06		1.86504e+06	111481	2.65583e+06	1.64932e+06	489054		244268		272802	2.61615e+06					1.7833e+06	2.36984e+06	2.16171e+06	2.36835e+06			2.66644e+06	2.50894e+06						
Q12789	Q12789		GTF3C1		1.80848e+06	1.23094e+06	1.80066e+06	1.4062e+06	1.40244e+06	1.18164e+06		1.40016e+06	1.04143e+06						487907		1.09064e+06		487282			1.19965e+06		609158	347625				940083				1.02691e+06	410477						293404	8.51779e+06				445636	913547	639591	334917			277877	225223						
Q12792	Q12792		TWF1		2.11652e+06	2.15787e+06	2.36002e+06	2.96153e+06	2.99675e+06	2.62734e+06		2.56267e+06	2.50065e+06				1.04216e+07	1.74544e+06	2.60428e+06	5.91997e+06	2.27911e+06		2.66922e+06			2.51933e+06	900133	2.69626e+06	1.12182e+07	5.24384e+06	606271		3.07172e+06	3.51455e+06	383293	1.06198e+07	2.73405e+06	3.07255e+06	7.50366e+06		1.1739e+07	8.21598e+06	1.03818e+07	2.74781e+06		5.32157e+06	378905	523599	2.67849e+06	2.94705e+06	2.92617e+06	2.62884e+06			2.82246e+06	3.80982e+06						
Q12797	Q12797		ASPH		2.60827e+06	2.0845e+06	2.50511e+06	2.26012e+06	2.13297e+06	2.03426e+06		2.08742e+06	1.87393e+06				644686		1.44126e+06	337038	1.66152e+06		1.50522e+06			1.98249e+06	307302	1.58502e+06	576454	250147			1.67911e+06	212848		320446	1.62235e+06	1.4098e+06	811612		594704	281687	667784	3.06641e+06		320601		452559	1.47008e+06	1.54112e+06	1.5294e+06	3.98218e+06			4.03928e+06	3.92255e+06						
Q12800	Q12800		TFCP2																																									849574								635264			852679	1.42966e+06						
Q12802	Q12802		AKAP13		562815	469792	635556	517196	446192	411300		408792	456200				426130		398629	310327	437137	238780	380854			473752	479733	352772	336959	286143	436001		412453	293602	384663	317299	369168	381275	463550		300842	249178	366453	495992		278659	352788	389657	255384	331248	266602	366813			331947	241246						
Q12805	Q12805		EFEMP1					68906.6	105878										26822.9		67585.7		28086.5						53654.6	106963			43735	101133		63517.9			39506		50781.8	49006.6	40489.8	1.21578e+06		98311.8	221120			24870.5		1.09038e+06			1.1388e+06	1.15639e+06						
Q12824	Q12824		SMARCB1		1.61238e+06	2.07336e+06	2.00408e+06	2.19354e+06	2.18004e+06	2.08022e+06		2.07729e+06	1.79991e+06				312585		1.03418e+06		1.68349e+06		994966			1.85501e+06		1.03398e+06	350341	249639			1.7522e+06	136138		64746.3	1.38175e+06	946424	475956		171414		384531	869935					994571	1.31906e+06	1.23771e+06	731521			730522	846669						
Q12834	Q12834		CDC20		206034	328575	290435	384983	356724	259166		343005	290708				55535.6		236384		322563		261451			338863		250897	33610.8				243995				245225	207351	63557.6			75142.2		122275					113216	195124	139364	68288			68247.7	77915.9						
Q12841	Q12841		FSTL1											387930		258454		175538		188908		325029					270669			118164	299089			291467	303021	103189			31098.7								271116	159887														
Q12846	Q12846		STX4			374215		591915	636388	402123		454474	435020		354754		225311		363085	237752	317543		425727			418089		381796	368559	200660		6.45887e+06	427882	233541		243865	364662	430293	288312	8.12683e+06	215320	258171	288150	744973		242829			467468	502821	482154	732416			729964	710467						
Q12849	Q12849		GRSF1		2.28814e+06	2.16647e+06	2.00923e+06	1.54872e+06	1.91517e+06	1.83322e+06	2.25476e+06	1.56184e+06	1.57845e+06	1.88772e+06	1.73829e+06	550507	843155	533979	1.3458e+06	225884	1.68376e+06	696513	1.53055e+06			1.88418e+06	359545	1.39135e+06	925813	164159	382026		1.76392e+06		597893	289994	1.59583e+06	1.45553e+06	1.37539e+06		729247	230012	1.13532e+06	391387		177577	522170	475094	1.28978e+06	1.32398e+06	1.47232e+06	525487			583516	557053						1.4355e+07
Q12851	Q12851		MAP4K2			331211			323432	300741			359708						218693		242825		109132			315704		237744					292521				269548												203748	227290	210014											
Q12857	Q12857		NFIA				150044		99359.7	94280.4			160445				75395.6		258667		220897		302350			141647		235439					108118				160407	261366	37652.2				95935.2						242810	243141	219152	39626.7										
Q12860	Q12860		CNTN1		510141	249514	580259	261500	277387	153237		152725						114570															46893.3	40970.5										756194								718728			714729	641741						
Q12873	Q12873		CHD3		1.60187e+06	1.25306e+06	1.26607e+06	1.32968e+06	1.33541e+06	1.31645e+06		1.45028e+06	1.21689e+06	8.53668e+06			146406		644912		1.31201e+06		700354			1.23751e+06		671644	111574		292313		1.07306e+06				1.09351e+06	404318	182652				113951	460804					449407	957055	770519	448344			404348	348408						
Q12874	Q12874		SF3A3		4.32345e+06	4.36982e+06	3.22875e+06	4.00733e+06	3.77196e+06	3.82266e+06		4.20546e+06	3.64359e+06				1.47608e+06		2.209e+06		3.64368e+06		2.30735e+06			3.56544e+06		2.56099e+06	2.30009e+06			8.69444e+07	3.66165e+06	277781		526132	3.37837e+06	2.08071e+06	2.36465e+06		1.20008e+06	453498	2.32428e+06	2.91574e+06					2.37441e+06	3.38078e+06	3.01908e+06	2.75619e+06			3.43704e+06	3.08003e+06						1.80837e+08
Q12888	Q12888		TP53BP1		2.35448e+06	1.50537e+06	2.3665e+06	1.57234e+06	1.46477e+06	1.44756e+06		1.41168e+06	1.44938e+06				2.41728e+06		1.79139e+06	1.53943e+06	1.30827e+06		1.72892e+06			1.61399e+06	771364	1.56713e+06	2.1808e+06	1.454e+06	711146		1.39366e+06	1.78844e+06	494085	1.43401e+06	1.32797e+06	1.97675e+06	2.91434e+06		2.18376e+06	1.47988e+06	2.50217e+06	1.56853e+06		1.60311e+06	464380	646786	1.76623e+06	1.33385e+06	1.5763e+06	1.58199e+06			1.61386e+06	1.58837e+06						
Q12893	Q12893		TMEM115			857360	998380	721334	847268	937225		758665	897569				441686		550022		752446		556674			1.0394e+06		691942	499161				809308	400806		389365	587971	571950	733730		644196	263577	472079	317029		343062	190066	238173	639626	563063	641443	157254										
Q12894	Q12894		IFRD2		173736	210621	196747	177777	213273	233485		229733	277438						85286.5				61119					107107									250612	119888						911666					164554	297088	208816	938044			763718	186310						
Q12899	Q12899		TRIM26		361562	526524	400119	492097	673475	505697		633959	490806						270487		518465		220778			619590		318073					470894				507551	141104						418707					168275	325626	301499											
Q12904	Q12904		AIMP1		1.38769e+07	1.0448e+07	1.23641e+07	1.08178e+07	1.08078e+07	1.04333e+07	2.70782e+07	9.50302e+06	1.00515e+07	2.6628e+07	2.58318e+07	3.09848e+07	2.75585e+06	1.7988e+07	6.63253e+06	2.6829e+06	9.7261e+06	2.5883e+07	6.81436e+06	2.97473e+07	1.50167e+07	9.54701e+06	1.42169e+07	7.202e+06	2.29765e+06	1.81331e+06	1.75618e+07	1.46648e+07	8.38989e+06	2.27692e+06	1.86178e+07	2.25693e+06	8.46513e+06	5.24524e+06	2.45812e+06	1.16293e+07	2.80279e+06	1.73181e+06	2.04162e+06	7.25748e+06		1.73229e+06	1.99097e+07	1.54818e+07	5.71021e+06	8.92067e+06	6.96061e+06	6.49973e+06			6.78637e+06	6.33955e+06	1.41648e+07	4.13598e+07				
Q12905	Q12905		ILF2		3.94612e+06	4.2897e+06	4.79286e+06	4.78075e+06	5.06452e+06	4.82356e+06		4.59863e+06	3.56617e+06				1.16849e+06		2.28308e+06	2.8022e+06	3.27515e+06		1.98434e+06			3.88376e+06	644126	2.09417e+06	1.30098e+06	2.79565e+06	447316		3.52978e+06	3.16417e+06	486405	2.18799e+06	2.63029e+06	1.72839e+06	1.13653e+06		1.68875e+06	2.48783e+06	1.25351e+06	4.34392e+06		2.67292e+06	487561	634506	2.17403e+06	2.39061e+06	2.53637e+06	5.83168e+06			5.81942e+06	4.76578e+06						
Q12906	Q12906		ILF3		1.40552e+07	1.32589e+07	1.57597e+07	1.34867e+07	1.30472e+07	1.29943e+07	1.62051e+07	1.34254e+07	1.25151e+07	1.11117e+07	1.3867e+07	7.57457e+06	4.2895e+06	5.86829e+06	9.49688e+06	9.09887e+06	1.36546e+07	2.40743e+06	9.39231e+06	6.85961e+07		1.33535e+07	1.26455e+06	1.0562e+07	4.7612e+06	9.65457e+06	1.97224e+06	9.71078e+06	1.26818e+07	8.81164e+06	1.42965e+06	9.91002e+06	1.18632e+07	9.06706e+06	4.94097e+06	9.63573e+07	5.41249e+06	1.20444e+07	5.6497e+06	1.81089e+07	4.72083e+08	1.11214e+07	1.84215e+06	2.00974e+06	1.10931e+07	1.49273e+07	1.36519e+07	1.83054e+07	2.01295e+08	4.53833e+08	1.80763e+07	1.80796e+07			1.09355e+08			
Q12907	Q12907		LMAN2		2.73172e+06	2.79778e+06	2.95166e+06	2.53336e+06	2.50418e+06	2.68729e+06	3.31328e+06	2.68732e+06	1.97449e+06	6.0325e+06	2.70367e+06	7.99374e+06	4.56805e+06	2.35112e+06	1.55015e+06	1.48332e+07	1.34092e+06	2.62238e+07	1.17203e+06			1.63544e+06	2.3352e+07	1.25951e+06	4.42051e+06	1.25409e+07	2.39284e+07		2.9728e+06	1.41312e+07	1.83106e+07	8.73837e+06	1.61846e+06	1.07565e+06	2.68995e+06		5.29346e+06	1.14099e+07	3.94359e+06	4.52322e+06		1.15077e+07	2.00714e+07	1.6392e+07	988781	978493	1.79503e+06	3.9823e+06			3.93432e+06	4.33243e+06						7.99063e+07
Q12913	Q12913		PTPRJ		1.43534e+06	890527	938575	655431	620060	1.00028e+06	4.03467e+06	577103	521647	4.94194e+06	4.10541e+06	4.99842e+06	922091	3.2062e+06	709166	829299	604958	2.94636e+06	641020			748360	2.14871e+06	586919	810736	886393	3.01988e+06		539398	804189	2.0073e+06	593234	610224	582210	712612		686811	868232	764650	545774		924036	3.05053e+06	2.25637e+06	544869	543603	666895	512168			692856	827575						
Q12929	Q12929		EPS8		20595.9	266185				29438	1.08593e+06		90409.4	542068	955395	763816	80930.3	724978	132559				174034	5.45391e+06		96049.7		142682	114923			5.31854e+06				69851.8	139849	175238	96675	5.33594e+06					1.29445e+07				244367	210316	243069		1.24588e+07	6.61971e+06	22696.7							1.32288e+07
Q12931	Q12931		TRAP1		5.64493e+06	6.52317e+06	5.9078e+06	5.84775e+06	5.73858e+06	6.23211e+06		5.74263e+06	6.07242e+06				5.98227e+06		7.68323e+06		5.62329e+06		8.45062e+06			6.79045e+06		7.32506e+06	5.80937e+06			4.96641e+07	7.06183e+06			618647	6.71426e+06	9.93724e+06	1.07029e+07		3.95541e+06	1.88621e+06	7.39762e+06	1.29604e+07		1.63349e+06			8.11568e+06	5.23617e+06	6.05937e+06	1.33206e+07			1.34996e+07	1.38634e+07						2.49569e+08
Q12933	Q12933		TRAF2			555429		489895	487489	519997		543438	788733						1.10534e+06		863193		1.20594e+06			985724		1.41615e+06					505315				708566	978463					43234.4	646239					1.0197e+06	941191	904256	572867			488094	329416						
Q12948	Q12948		FOXC1		370768	312002	367236			212191	463464		191157		1.61989e+06	1.00598e+06	96208.7		98000.5		163897		79049.6			182350	551345	89181.4	66425	158653	661788		198741	285353	376142	114320	127243	83061.7	71249.3			123163					535375															
Q12955	Q12955		ANK3		801886	740867	917830	746759	821821	708943		703582	663719				312168		595292		616342		523097			688150	129317	614058	195410				544501		106136	31697.4	573769	598282	413508		147322		239556						478750	526950	476596	18388.4		7.54741e+06								
Q12959	Q12959		DLG1		1.2473e+06	702896	772736	684055	658274	631230	2.01064e+06	642826	507247	1.78904e+06	1.86122e+06	762246	657288		432911	1.09858e+06	444120	2.54934e+06	390872			502986	2.32314e+06	406736	734808	1.0988e+06	2.59279e+06		582023	1.24979e+06	2.45529e+06	990694	493331	356128	589027		836683	916386	579181	732806		975057	2.68528e+06	2.26443e+06	350606	517736	358976	574328			1.41385e+06	803948						2.70032e+08
Q12962	Q12962		TAF10		290192	190833	347146	217797	193808	157789	446278	209910	137063	228154	472290	431920		499022	67576.2	109352	96238.7	641301	58785.1	7.93366e+06	6.58845e+06	115439	276064	61600.3	26384.8	66903.1	229134	8.03072e+06	110591	131709	364267	52742.1	83249	43443.9	43048.2	3.07956e+06				314605		55529.7	267220	158912	8916.44	51114.9	41919.5	119650			172257	72860.2	1.05812e+07	9.86745e+06				
